18.8	-42.6565	-42.6504
18.9	-42.5287	-42.52
19	-42.4021	-42.3914
19.1	-42.2766	-42.2643
19.2	-42.1523	-42.1384
19.3	-42.0291	-42.0133
19.4	-41.907	-41.8888
19.5	-41.7861	-41.7652
19.6	-41.6661	-41.6452
19.7	-41.5473	-41.5285
19.8	-41.4294	-41.4146
19.9	-41.3126	-41.303
20	-41.1968	-41.1934
20.1	-41.082	-41.0853
20.2	-40.9682	-40.9783
20.3	-40.8553	-40.8717
20.4	-40.7434	-40.7653
20.5	-40.6324	-40.6586
20.6	-40.5223	-40.551
20.7	-40.4131	-40.4422
20.8	-40.3048	-40.3317
20.9	-40.1974	-40.219
21	-40.0908	-40.105
21.1	-39.985	-39.9933
21.2	-39.8801	-39.8837
21.3	-39.776	-39.7762
21.4	-39.6727	-39.6704
21.5	-39.5702	-39.5661
21.6	-39.4685	-39.4632
21.7	-39.3675	-39.3614
21.8	-39.2673	-39.2604
21.9	-39.1678	-39.1601
22	-39.0691	-39.0603
22.1	-38.971	-38.9606
22.2	-38.8737	-38.861
22.3	-38.777	-38.7616
22.4	-38.681	-38.6642
22.5	-38.5857	-38.569
22.6	-38.491	-38.4757
22.7	-38.397	-38.3839
22.8	-38.3036	-38.2935
22.9	-38.2108	-38.2043
23	-38.1186	-38.1159
23.1	-38.027	-38.0282
23.2	-37.9359	-37.9408
23.3	-37.8455	-37.8537
23.4	-37.7556	-37.7664
23.5	-37.6662	-37.6788
23.6	-37.5774	-37.5906
23.7	-37.4891	-37.5017
23.8	-37.4013	-37.4116
23.9	-37.3141	-37.3203
24	-37.2273	-37.2296
24.1	-37.141	-37.1405
24.2	-37.0552	-37.0528
24.3	-36.9698	-36.9663
24.4	-36.8848	-36.8809
24.5	-36.8004	-36.7965
24.6	-36.7163	-36.7129
24.7	-36.6326	-36.6299
24.8	-36.5494	-36.5474
24.9	-36.4665	-36.4652
25	-36.384	-36.3832
25.1	-36.3019	-36.3012
25.2	-36.2202	-36.219
25.3	-36.1388	-36.1366
25.4	-36.0577	-36.0536
25.5	-35.977	-35.9702
25.6	-35.8966	-35.8877
25.7	-35.8165	-35.8064
25.8	-35.7366	-35.7261
25.9	-35.6571	-35.6468
26	-35.5778	-35.5683
26.1	-35.4988	-35.4904
26.2	-35.42	-35.4131
26.3	-35.3414	-35.3363
26.4	-35.2631	-35.2597
26.5	-35.185	-35.1834
26.6	-35.107	-35.1071
26.6	-35.107

26.6	-35.107
26.7	-35.0293	-35.0307
26.8	-34.9517	-34.9541
26.9	-34.8742	-34.8772
27	-34.7969	-34.7999
27.1	-34.7198	-34.722
27.2	-34.6427	-34.6434
27.3	-34.5657	-34.5641
27.4	-34.4888	-34.4852
27.5	-34.412	-34.4069
27.6	-34.3352	-34.3292
27.7	-34.2585	-34.252
27.8	-34.1817	-34.1752
27.9	-34.105	-34.0988
28	-34.0282	-34.0225
28.1	-33.9514	-33.9464
28.2	-33.8745	-33.8703
28.3	-33.7976	-33.7942
28.4	-33.7205	-33.718
28.5	-33.6434	-33.6416
28.6	-33.5661	-33.5649
28.7	-33.4886	-33.4878
28.8	-33.4109	-33.4103
28.9	-33.333	-33.3322
29	-33.2548	-33.2535
29.1	-33.1764	-33.174
29.2	-33.0976	-33.0938
29.3	-33.0186	-33.0133
29.4	-32.9391	-32.9327
29.5	-32.8593	-32.8519
29.6	-32.779	-32.771
29.7	-32.6982	-32.6897
29.8	-32.6169	-32.608
29.9	-32.5351	-32.5259
30	-32.4527	-32.4432
30.1	-32.3695	-32.3599
30.2	-32.2857	-32.2758
30.3	-32.2012	-32.191
30.4	-32.1158	-32.1054
30.5	-32.0295	-32.0188
30.6	-31.9423	-31.9312
30.7	-31.854	-31.8424
30.8	-31.7646	-31.7525
30.9	-31.6741	-31.6614
31	-31.5823	-31.5689
31.1	-31.4891	-31.475
31.2	-31.3945	-31.3797
31.3	-31.2982	-31.2828
31.4	-31.2003	-31.1843
31.5	-31.1005	-31.0841
31.6	-30.9987	-30.9818
31.7	-30.8947	-30.8774
31.8	-30.7884	-30.7705
31.9	-30.6796	-30.6609
32	-30.568	-30.5484
32.1	-30.4534	-30.4329
32.2	-30.3355	-30.314
32.3	-30.2141	-30.1917
32.4	-30.0887	-30.0655
32.5	-29.9591	-29.9355
32.6	-29.8247	-29.8012
32.7	-29.6851	-29.6617
32.8	-29.5398	-29.5163
32.9	-29.3881	-29.3642
33	-29.2293	-29.2045
33.1	-29.0625	-29.0366
33.2	-28.8868	-28.8596
33.3	-28.7009	-28.6727
33.4	-28.5036	-28.4752
33.5	-28.2931	-28.2649
33.6	-28.0677	-28.0393
33.7	-27.8248	-27.7954
33.8	-27.5615	-27.5308
33.9	-27.2744	-27.2429
34	-26.9587	-26.9278
34.1	-26.6088	-26.5776
34.2	-26.217	-26.1842
34.3	-25.7734	-25.7397
34.4	-25.2641	-25.2308
34.5	-24.6701	-24.6348
34.6	-23.9634	-23.9281
34.7	-23.1016	-23.0647
34.8	-22.0169	-21.9797
34.9	-20.5914	-20.5525
35	-18.6004	-18.5598
35.1	-15.5451	-15.5019
35.2	-10.0486	-10.0038
35.3	2.61363	2.63708
35.4	25.5345	25.4705
35.5	42.4171	42.3417
35.6	51.2174	51.1758
35.7	55.0947	55.0737
35.8	56.1866	56.1911
35.9	55.7711	55.809
36	54.5925	54.6505
36.1	53.071	53.1632
36.2	51.4343	51.5178
36.3	49.7991	49.9291
36.4	48.2204	48.3314
36.5	46.7203	46.7414
36.6	45.3039	45.2577
36.7	43.9687	43.9179
36.8	42.7087	42.6562
36.9	41.517	41.4578
37	40.3869	40.3377
37.1	39.3122	39.2589
37.2	38.2873	38.2192
37.3	37.3074	37.2339
37.4	36.3682	36.3147
37.5	35.4661	35.4359
37.6	34.5978	34.5841
37.7	33.7606	33.7532
37.8	32.9517	32.9371
37.9	32.1691	32.1374
38	31.4108	31.362
38.1	30.6749	30.6195
38.2	29.9598	29.9175
38.3	29.264	29.2487
38.4	28.5863	28.5971
38.5	27.9253	27.9477
38.6	27.2799	27.2874
38.7	26.649	26.6379
38.8	26.0317	26.0082
38.9	25.4271	25.399
39	24.8341	24.8098
39.1	24.2521	24.2345
39.2	23.6801	23.665
39.3	23.1174	23.1015
39.4	22.5633	22.5499
39.5	22.0169	22.0028
39.6	21.4776	21.4691
39.7	20.9445	20.9516
39.8	20.4169	20.4372
39.9	19.8939	19.9132
40	19.3749	19.3829
40.1	18.8588	18.865
40.2	18.3447	18.3503
40.3	17.8315	17.8311
40.4	17.3181	17.3184
40.5	16.8032	16.8083
40.6	16.2852	16.2912
40.7	15.7623	15.7632
40.8	15.2325	15.2338
40.9	14.693	14.6959
41	14.1407	14.1412
41.1	13.5715	13.5693
41.2	12.98	12.9767
41.3	12.3591	12.3538
41.4	11.699	11.6914
41.5	10.9855	10.9754
41.6	10.198	10.1851
41.7	9.30386	9.28851
41.8	8.24976	8.23196
41.9	6.94076	6.91988
42	5.1922	5.16732
42.1	2.60072	2.57078
42.2	-1.82816	-1.86427
42.3	-10.4129	-10.4421
42.4	-24.2397	-24.2215
42.5	-37.5285	-37.4691
42.6	-46.9421	-46.8963
42.7	-53.0416	-53.0877
42.8	-56.873	-56.923
42.9	-59.2277	-59.2687
43	-60.6336	-60.6736
43.1	-61.4314	-61.4795
43.2	-61.8388	-61.8844
43.3	-61.9948	-62.0563
43.4	-61.9882	-62.0899
43.5	-61.8762	-61.9679
43.6	-61.6956	-61.7695
43.7	-61.4705	-61.5619
43.8	-61.2165	-61.328
43.9	-60.944	-61.0507
44	-60.6599	-60.7277
44.1	-60.3686	-60.409
44.2	-60.0733	-60.0972
44.3	-59.7761	-59.7882
44.4	-59.4784	-59.4784
44.5	-59.1812	-59.18
44.6	-58.8851	-58.8974
44.7	-58.5906	-58.6241
44.8	-58.2981	-58.3536
44.9	-58.0077	-58.0793
45	-57.7197	-57.7949
45.1	-57.4342	-57.4936
45.2	-57.1512	-57.1845
45.3	-56.8709	-56.8857
45.4	-56.5932	-56.5957
45.5	-56.3182	-56.3125
45.6	-56.0459	-56.0343
45.7	-55.7764	-55.7591
45.8	-55.5096	-55.4888
45.9	-55.2456	-55.228
46	-54.9842	-54.9738
46.1	-54.7257	-54.7234
46.2	-54.4698	-54.4738
46.3	-54.2167	-54.2221
46.4	-53.9662	-53.9655
46.5	-53.7185	-53.7101
46.6	-53.4734	-53.4623
46.7	-53.231	-53.2202
46.8	-52.9913	-52.9821
46.9	-52.7541	-52.746
47	-52.5196	-52.5102
47.1	-52.2876	-52.2731
47.2	-52.0582	-52.0422
47.3	-51.8313	-51.8197
47.4	-51.6069	-51.6037
47.5	-51.385	-51.392
47.6	-51.1656	-51.1826
47.7	-50.9486	-50.9734
47.8	-50.734	-50.7624
47.9	-50.5218	-50.5474
48	-50.3119	-50.3268
48.1	-50.1044	-50.1089
48.2	-49.8991	-49.8971
48.3	-49.6962	-49.6905
48.4	-49.4954	-49.4881
48.5	-49.2969	-49.2889
48.6	-49.1006	-49.092
48.7	-48.9065	-48.8963
48.8	-48.7144	-48.7009
48.9	-48.5245	-48.507
49	-48.3367	-48.3199
49.1	-48.1509	-48.1389
49.2	-47.9671	-47.9628
49.3	-47.7854	-47.7901
49.4	-47.6056	-47.6197
49.5	-47.4277	-47.4503
49.6	-47.2518	-47.2806
49.7	-47.0777	-47.1093
49.8	-46.9055	-46.9353
49.9	-46.7352	-46.7571
50	-46.5666	-46.5777
50.1	-46.3999	-46.4028
50.2	-46.2349	-46.232
50.3	-46.0716	-46.0648
50.4	-45.9101	-45.9007
50.5	-45.7502	-45.7392
50.6	-45.592	-45.5797
50.7	-45.4354	-45.4216
50.8	-45.2804	-45.2645
50.9	-45.127	-45.1079
51	-44.9752	-44.9544
51.1	-44.8249	-44.806
51.2	-44.6762	-44.662
51.3	-44.5289	-44.5216
51.4	-44.3831	-44.384
51.5	-44.2387	-44.2484
51.6	-44.0958	-44.1141
51.7	-43.9543	-43.9802
51.8	-43.8142	-43.8459
51.9	-43.6754	-43.7105
52	-43.538	-43.5733
52.1	-43.4019	-43.4333
52.2	-43.2671	-43.2899
52.3	-43.1336	-43.147
52.4	-43.0014	-43.0074
52.5	-42.8704	-42.8708
52.6	-42.7406	-42.7367
52.7	-42.6121	-42.605
52.8	-42.4847	-42.4753
52.9	-42.3585	-42.3473
53	-42.2334	-42.2207
53.1	-42.1095	-42.0951
53.2	-41.9867	-41.9704
53.3	-41.865	-41.846
53.3	-41.865

53.3	-41.865
53.4	-41.7444	-41.7233
53.5	-41.6249	-41.6042
53.6	-41.5063	-41.4883
53.7	-41.3889	-41.3751
53.8	-41.2724	-41.2642
53.9	-41.157	-41.1551
54	-41.0425	-41.0473
54.1	-40.929	-40.9405
54.2	-40.8164	-40.8341
54.3	-40.7048	-40.7277
54.4	-40.5942	-40.6208
54.5	-40.4844	-40.5131
54.6	-40.3755	-40.404
54.7	-40.2675	-40.2931
54.8	-40.1604	-40.1799
54.9	-40.0541	-40.0664
55	-39.9486	-39.9553
55.1	-39.844	-39.8464
55.2	-39.7402	-39.7394
55.3	-39.6372	-39.6341
55.4	-39.5349	-39.5303
55.5	-39.4335	-39.4278
55.6	-39.3327	-39.3263
55.7	-39.2328	-39.2257
55.8	-39.1335	-39.1256
55.9	-39.035	-39.0259
56	-38.9372	-38.9263
56.1	-38.8401	-38.8267
56.2	-38.7437	-38.7277
56.3	-38.6479	-38.631
56.4	-38.5528	-38.5363
56.5	-38.4584	-38.4434
56.6	-38.3645	-38.352
56.7	-38.2713	-38.262
56.8	-38.1788	-38.173
56.9	-38.0868	-38.0849
57	-37.9954	-37.9973
57.1	-37.9045	-37.9101
57.2	-37.8143	-37.8229
57.3	-37.7246	-37.7357
57.4	-37.6354	-37.648
57.5	-37.5468	-37.5598
57.6	-37.4587	-37.4706
57.7	-37.3711	-37.3804
57.8	-37.284	-37.289
57.9	-37.1973	-37.1987
58	-37.1112	-37.11
58.1	-37.0255	-37.0227
58.2	-36.9403	-36.9365
58.3	-36.8555	-36.8515
58.4	-36.7712	-36.7673
58.5	-36.6873	-36.6839
58.6	-36.6038	-36.6011
58.7	-36.5206	-36.5187
58.8	-36.4379	-36.4367
58.9	-36.3556	-36.3547
59	-36.2736	-36.2727
59.1	-36.192	-36.1906
59.2	-36.1107	-36.1081
59.3	-36.0297	-36.025
59.4	-35.9491	-35.9418
59.5	-35.8688	-35.8596
59.6	-35.7888	-35.7785
59.7	-35.709	-35.6985
59.8	-35.6296	-35.6194
59.9	-35.5504	-35.541
60	-35.4715	-35.4634
60.1	-35.3928	-35.3862
60.2	-35.3143	-35.3094
60.3	-35.236	-35.233
60.4	-35.158	-35.1566
60.5	-35.0801	-35.0803
60.6	-35.0024	-35.0039
60.7	-34.9248	-34.9273
60.8	-34.8475	-34.8504
60.9	-34.7702	-34.773
61	-34.6931	-34.6949
61.1	-34.616	-34.6162
61.2	-34.5391	-34.5369
61.3	-34.4622	-34.4581
61.4	-34.3854	-34.38
61.5	-34.3086	-34.3024
61.6	-34.2319	-34.2253
61.7	-34.1552	-34.1486
61.8	-34.0784	-34.0722
61.9	-34.0016	-33.9959
62	-33.9248	-33.9198
62.1	-33.8479	-33.8438
62.2	-33.7709	-33.7676
62.3	-33.6938	-33.6914
62.4	-33.6166	-33.6149
62.5	-33.5392	-33.5381
62.6	-33.4617	-33.4609
62.7	-33.3839	-33.3832
62.8	-33.3059	-33.3049
62.9	-33.2277	-33.226
63	-33.1491	-33.1464
63.1	-33.0703	-33.066
63.2	-32.9911	-32.9854
63.3	-32.9115	-32.9047
63.4	-32.8315	-32.8239
63.5	-32.7511	-32.7428
63.6	-32.6701	-32.6614
63.7	-32.5887	-32.5795
63.8	-32.5066	-32.4972
63.9	-32.4239	-32.4143
64	-32.3406	-32.3307
64.1	-32.2565	-32.2464
64.2	-32.1717	-32.1613
64.3	-32.086	-32.0754
64.4	-31.9994	-31.9884
64.5	-31.9118	-31.9004
64.6	-31.8232	-31.8113
64.7	-31.7334	-31.721
64.8	-31.6425	-31.6294
64.9	-31.5502	-31.5364
65	-31.4565	-31.442
65.1	-31.3613	-31.3461
65.2	-31.2645	-31.2487
65.3	-31.1659	-31.1496
65.4	-31.0655	-31.0487
65.5	-30.9629	-30.9458
65.6	-30.8582	-30.8405
65.7	-30.751	-30.7327
65.8	-30.6412	-30.6222
65.9	-30.5286	-30.5087
66	-30.4129	-30.392
66.1	-30.2939	-30.272
66.2	-30.1711	-30.1483
66.3	-30.0443	-30.0208
66.4	-29.9131	-29.8893
66.5	-29.777	-29.7533
66.6	-29.6355	-29.6119
66.7	-29.488	-29.4642
66.8	-29.334	-29.3096
66.9	-29.1725	-29.1472
67	-29.0027	-28.9763
67.1	-28.8236	-28.7959
67.2	-28.6339	-28.6054
67.3	-28.4323	-28.4037
67.4	-28.2169	-28.1884
67.5	-27.9857	-27.9568
67.6	-27.7361	-27.7061
67.7	-27.465	-27.4336
67.8	-27.1686	-27.1369
67.9	-26.8418	-26.8106
68	-26.4783	-26.4464
68.1	-26.0699	-26.036
68.2	-25.6053	-25.5714
68.3	-25.0692	-25.0349
68.4	-24.4398	-24.4034
68.5	-23.6852	-23.6492
68.6	-22.7558	-22.7173
68.7	-21.57	-21.5307
68.8	-19.9827	-19.9418
68.9	-17.7032	-17.6591
69	-14.0433	-13.9954
69.1	-6.91451	-6.86289
69.2	10.1166	10.1335
69.3	32.4904	32.4241
69.4	46.2032	46.1503
69.5	52.9864	52.9514
69.6	55.709	55.6969
69.7	56.1668	56.1749
69.8	55.4227	55.4559
69.9	54.0897	54.1701
70	52.5095	52.5857
70.1	50.864	50.9557
70.2	49.2443	49.368
70.3	47.6915	47.7655
70.4	46.2203	46.2092
70.5	44.8326	44.7691
70.6	43.5241	43.4694
70.7	42.2886	42.2337
70.8	41.119	41.0628
70.9	40.0088	39.9609
71	38.9519	38.8897
71.1	37.9431	37.8602
71.2	36.9777	36.8904
71.3	36.0518	35.9925
71.4	35.1617	35.1355
71.5	34.3045	34.302
71.6	33.4773	33.4806
71.7	32.6778	32.6625
71.8	31.9038	31.8573
71.9	31.1535	31.0794
72	30.4249	30.3429
72.1	29.7167	29.6598
72.2	29.0273	29.0133
72.3	28.3555	28.3792
72.4	27.7	27.7358
72.5	27.0598	27.071
72.6	26.4337	26.4215
72.7	25.8209	25.7952
72.8	25.2204	25.1943
72.9	24.6313	24.6143
73	24.0529	24.0451
73.1	23.4842	23.4768
73.2	22.9246	22.9141
73.3	22.3732	22.366
73.4	21.8294	21.8233
73.5	21.2923	21.2831
73.6	20.7612	20.76
73.7	20.2353	20.2452
73.8	19.7138	19.7268
73.9	19.1958	19.1999
74	18.6805	18.6839
74.1	18.1669	18.1725
74.2	17.6538	17.6559
74.3	17.14	17.1391
74.4	16.6242	16.6269
74.5	16.1047	16.1098
74.6	15.5797	15.5803
74.7	15.0469	15.0465
74.8	14.5034	14.5045
74.9	13.9457	13.9461
75	13.3695	13.3665
75.1	12.7688	12.7639
75.2	12.1356	12.1282
75.3	11.4588	11.4489
75.4	10.7225	10.7104
75.5	9.90249	9.88769
75.6	8.96055	8.94327
75.7	7.83201	7.81208
75.8	6.39876	6.37533
75.9	4.42216	4.39413
76	1.35748	1.3229
76.1	-4.16998	-4.21145
76.2	-14.7919	-14.8157
76.3	-29.2145	-29.1851
76.4	-41.2301	-41.1713
76.5	-49.3731	-49.405
76.6	-54.5788	-54.6426
76.7	-57.8241	-57.9186
76.8	-59.8015	-59.8801
76.9	-60.9656	-61.0263
77	-61.6083	-61.679
77.1	-61.916	-61.9726
77.2	-62.0075	-62.0882
77.3	-61.9591	-62.0836
77.4	-61.82	-61.9359
77.5	-61.6218	-61.7017
77.6	-61.3852	-61.4588
77.7	-61.1238	-61.1961
77.8	-60.8467	-60.9023
77.9	-60.5596	-60.5914
78	-60.2667	-60.2904
78.1	-59.9706	-59.9938
78.2	-59.673	-59.6956
78.3	-59.3754	-59.3901
78.4	-59.0785	-59.0811
78.5	-58.7829	-58.7848
78.6	-58.4891	-58.4972
78.7	-58.1973	-58.2137
78.8	-57.9077	-57.9294
78.9	-57.6206	-57.6396
79	-57.3359	-57.3421
79.1	-57.0538	-57.0531
79.2	-56.7744	-56.7738
79.3	-56.4977	-56.5008
79.4	-56.2236	-56.2309
79.5	-55.9523	-55.961
79.6	-55.6837	-55.6877
79.7	-55.4178	-55.4115
79.8	-55.1547	-55.1408
79.9	-54.8944	-54.8752
80	-54.6367	-54.613
80	-54.6367

80	-54.613
